district_code,district_name,branch_code,name,address,address_coordinates,phone_no,opening_hours,services,business_status
yau_tsim_mong_district,Yau Tsim Mong District,677,Tsim Sha Tsui Branch,"24-28 Carnarvon Road, Tsim Sha Tsui, Kowloon","22.299577,114.173312",+852 2721 6242,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,METALS,NOTES_PREORDER,CAPTIAL_INVEST",
yau_tsim_mong_district,Yau Tsim Mong District,678,Shanghai Street (Prince Edward) Branch,"689-693 Shanghai Street, Mong Kok, Kowloon","22.3225649,114.1673973",+852 2391 0502,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,680,Tai Kok Tsui Branch,"73-77 Tai Kok Tsui Road, Tai Kok Tsui, Kowloon","22.3203,114.1618055",+852 2395 3269,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,687,China Hong Kong City Branch,"Shop 19-20, 2/F, China Hong Kong City, 33 Canton Road, Tsim Sha Tsui , Kowloon","22.300477,114.1681502",+852 2367 6164,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER,EXCHANGE",
yau_tsim_mong_district,Yau Tsim Mong District,724,Jordan Branch,"328-330 Nathan Road, Kowloon","22.30667,114.1715893",+852 2928 6111,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,754,Mong Kok Road Branch,"50-52 Mong Kok Road, Mong Kok, Kowloon","22.3212348,114.1709626",+852 2395 3263,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,818,Olympian City Branch,"Shop 133, 1/F, Olympian City 2, 18 Hoi Ting Road, Kowloon","22.315719,114.162283",+852 2749 2110,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,878,Yau Ma Tei Branch,"471 Nathan Road, Yau Ma Tei, Kowloon","22.3109025,114.1708514",+852 2780 2307,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,METALS,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,883,Tsim Sha Tsui East Branch,"Shop 3, LG/F, Hilton Towers, 96 Granville Road,Tsim Sha Tsui East, Kowloon","22.299504,114.1768041",+852 2739 0308,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,917,Shanghai Street (Mong Kok) Branch,"611-617 Shanghai Street, Mong Kok, Kowloon","22.3193115,114.1680673",+852 2394 4181,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,874,Mong Kok (President Commercial Centre) Branch,"608 Nathan Road, Mong Kok, Kowloon","22.316565,114.1700596",+852 2384 7191,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER,EXCHANGE",
yau_tsim_mong_district,Yau Tsim Mong District,935,Cameron Road Wealth Management Centre,"30 Cameron Road, Tsim Sha Tsui, Kowloon","22.298987,114.174490",+852 2312 0010,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,INVESTMENT_SERVICE,SELF_SERVICE,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE",
yau_tsim_mong_district,Yau Tsim Mong District,,Kowloon West Commercial Centre,address,"22.3157548,114.16985649999992",phone_no,"9:00 – 17:00,Closed,Closed",services,
yau_tsim_mong_district,Yau Tsim Mong District,,Trade Product,address,"22.317947,114.158942",phone_no,"9:00 – 17:00,Closed,Closed",services,
yau_tsim_mong_district,Yau Tsim Mong District,968,Canton Road Wealth Management Centre,"60 Canton Road, Tsim Sha Tsui, Kowloon","22.298280,114.168759",+852 2730 0688,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,RMB,SELF_SERVICE,INVESTMENT_SERVICE,CAPTIAL_INVEST,WM_CENTRE",
yau_tsim_mong_district,Yau Tsim Mong District,,Kowloon South Commercial Centre,address,"22.298676,114.167842",phone_no,"9:00 – 17:00,Closed,Closed",services,
kowloon_city_district,Kowloon City District,354,Pak Tai Street Branch,"4-6 Pak Tai Street, To Kwa Wan, Kowloon","22.3202439,114.1879308",+852 2760 7773,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,ENRICH,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
kowloon_city_district,Kowloon City District,554,Waterloo Road Branch,"Shop A2, Man Kee Mansion, 86 Waterloo Road, Kowloon","22.3200882,114.1767814",+852 2363 9231,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,CHEQUE_DEPOSIT,ENRICH,NOTES_PREORDER",
kowloon_city_district,Kowloon City District,589,Nga Tsin Wai Road Branch,"25 Nga Tsin Wai Road,  Kowloon City, Kowloon.","22.328759870044628,114.18966829776764",+852 2383 2316,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
kowloon_city_district,Kowloon City District,643,Prince Edward Road (Kowloon City) Branch,"382-384 Prince Edward Road, Kowloon City, Kowloon","22.3276356,114.1884391",+852 2926 6038,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER,INVESTMENT_SERVICE",
kowloon_city_district,Kowloon City District,662,Ma Tau Wai Road Branch,"47-49 Ma Tau Wai Road, Hung Hom, Kowloon","22.3113195,114.1877229",+852 2926 5123,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,METALS,NOTES_PREORDER",
kowloon_city_district,Kowloon City District,681,Ma Tau Kok Road Branch,"39-45 Ma Tau Kok Road, To Kwa Wan, Kowloon","22.3218812,114.1898927",+852 2714 9118,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,NOTES_PREORDER",
kowloon_city_district,Kowloon City District,697,Site 11 Whampoa Garden Branch,"Shop G6, Site 11 Whampoa Garden, Hung Hom, Kowloon","22.305643,114.18991",+852 2363 3982,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER",
kowloon_city_district,Kowloon City District,791,Hung Hom (Eldex Industrial Building) Branch,"21 Ma Tau Wai Road, Hung Hom, Kowloon","22.3082292,114.1876664",+852 2764 8363,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,SECURITIES,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
kowloon_city_district,Kowloon City District,811,OUHK Branch,"The OUHK, 30 Good Shepherd St, Ho Man Tin, KLN","22.316144,114.180341",+852 2760 9099,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
kowloon_city_district,Kowloon City District,816,Festival Walk Branch,"Unit LG256, Festival Walk, Kowloon Tong, Kowloon","22.337135,114.174808",+852 2265 7288,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER",
kowloon_city_district,Kowloon City District,861,Hung Hom Wealth Management Centre,"37-39  Ma Tau Wai Road, Hung Hom, Kowloon","22.31002,114.1877097",+852 2170 0888,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE",
kowloon_city_district,Kowloon City District,890,Whampoa Garden Branch,"Shop G8B, Site 1, Whampoa Garden, Hung Hom, Kowloon","22.3050785,114.188322",+852 2764 7233,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER",
kowloon_city_district,Kowloon City District,918,To Kwa Wan Branch,"80N To Kwa Wan Road, To Kwa Wan, Kowloon","22.3178463,114.1904224",+852 2364 4344,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,METALS,NOTES_PREORDER",
kowloon_city_district,Kowloon City District,961,Whampoa Wealth Management Centre,"Shops A1-A2 & G1, G/F, Block A-E Whampoa Estate, Nos. 1-15 Tak Man Street , Hung Hom, Kowloon","22.306576,114.187436",+852 3553 7833,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE",
sham_shui_po_district,Sham Shui Po District,352,194 Cheung Sha Wan Road Branch,"194-196 Cheung Sha Wan Road, Sham Shui Po, Kowloon (with Voice Navigation ATM Service)","22.330662856665082,114.16272014379501",+852 2728 9389,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER",
sham_shui_po_district,Sham Shui Po District,389,Lei Cheng Uk Estate Branch,"Shop 108, Lei Cheng Uk Commercial Centre, Lei Cheng Uk Estate, Kowloon","22.338538,114.158465",+852 2729 8251,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER,INVESTMENT_SERVICE",
sham_shui_po_district,Sham Shui Po District,552,Sham Shui Po Branch,"207-211 Nam Cheong Street, Sham Shui Po, Kowloon","22.331698,114.1654591",+852 2777 0171,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,METALS,NOTES_PREORDER",
sham_shui_po_district,Sham Shui Po District,566,Mei Foo Mount Sterling Mall Branch,"Shop N47-49, G/F, Mount Sterling Mall, Mei Foo Sun Chuen, Kowloon","22.337734,114.140080",+852 2742 6611,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,NOTES_PREORDER,CAPTIAL_INVEST,SECURITIES",
sham_shui_po_district,Sham Shui Po District,650,223 Nam Cheong Street Branch,"223 Nam Cheong Street, Sham Shui Po, Kowloon","22.3339521,114.1674579",+852 2928 2088,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,CHEQUE_DEPOSIT,NOTES_PREORDER",
sham_shui_po_district,Sham Shui Po District,740,Cheung Sha Wan Plaza Branch,"Shop G08, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Kowloon","22.3368013,114.1486814",+852 2745 7088,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER",
sham_shui_po_district,Sham Shui Po District,748,Dragon Centre Branch,"Shop 206A, Dragon Centre, 37K Yen Chow Street, Sham Shui Po, Kowloon","22.331107,114.159776",+852 2788 3238,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
sham_shui_po_district,Sham Shui Po District,774,Sham Shui Po (On Ning Building) Branch,"147-149 Castle Peak Road, Sham Shui Po, Kowloon","22.3348414,114.1609465",+852 2708 3678,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,CHEQUE_DEPOSIT,NOTES_PREORDER",
sham_shui_po_district,Sham Shui Po District,790,Yu Chau Street Branch,"42-46 Yu Chau Street, Sham Shui Po, Kowloon","22.326539,114.1658899",+852 2397 1123,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
sham_shui_po_district,Sham Shui Po District,869,Mei Foo Wealth Management Centre,"Shop 17-B, G/F, Mount Sterling Mall, Mei Foo Sun Chuen, Kowloon","22.338021,114.138414",+852 2742 8003,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,INVESTMENT_SERVICE,WM_CENTRE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY",
sham_shui_po_district,Sham Shui Po District,898,Kowloon Plaza Branch,"Unit 1, Kowloon Plaza, 485 Castle Peak Road, Kowloon","22.3386997,114.1492228",+852 2370 8928,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,METALS,NOTES_PREORDER",
sham_shui_po_district,Sham Shui Po District,923,Castle Peak Road (Cheung Sha Wan) Branch,"365-371 Castle Peak Road, Cheung Sha Wan, Kowloon","22.3388095,114.1558362",+852 2728 3311,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER",
sham_shui_po_district,Sham Shui Po District,929,Stage 2 Mei Foo Sun Chuen Branch,"19 Glee Path, Mei Foo Sun Chuen, Kowloon","22.3363016,114.1398676",+852 2370 8382,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,METALS,NOTES_PREORDER",
wong_tai_sin_district,Wong Tai Sin District,384,Choi Wan Estate Branch,"Shop Nos. A317 and A318, 3/F, Choi Wan Shopping Centre Phase II, No. 45 Clear Water Bay Road, Ngau Chi Wan, Kowloon","22.333367,114.215024",+852 2754 5911,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER,INVESTMENT_SERVICE",
wong_tai_sin_district,Wong Tai Sin District,567,Wong Tai Sin Branch,"Shop G13, Wong Tai Sin Plaza, Wong Tai Sin, Kowloon (with Voice Navigation ATM Service)","22.341416,114.194194",+852 2327 8147,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,METALS,NOTES_PREORDER,ENRICH",
wong_tai_sin_district,Wong Tai Sin District,646,Choi Hung Road Branch,"58-68 Choi Hung Road, San Po Kong, Kowloon","22.335549,114.19436",+852 2927 6111,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
wong_tai_sin_district,Wong Tai Sin District,649,Yuk Wah Street Branch,"46-48 Yuk Wah Street, Tsz Wan Shan, Kowloon","22.3471564,114.2015015",+852 2927 6655,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER,EXCHANGE",
wong_tai_sin_district,Wong Tai Sin District,692,Tai Yau Street Branch,"35 Tai Yau Street, San Po Kong, Kowloon","22.3358068,114.197051",+852 2328 0087,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,NOTES_PREORDER",
wong_tai_sin_district,Wong Tai Sin District,710,Lok Fu Branch,"Shop G204, G/F, Lok Fu Place, 198 Junction Road, Kowloon","22.338456,114.186917",+852 2337 0271,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,ENRICH,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,NOTES_PREORDER",
wong_tai_sin_district,Wong Tai Sin District,734,Chuk Yuen Estate Branch,"Shop S1, Chuk Yuen Shopping Centre, Chuk Yuen South Estate, Kowloon","22.3451755,114.1930406",+852 2325 5261,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
wong_tai_sin_district,Wong Tai Sin District,758,Choi Hung Branch,"19 Clear Water Bay Road, Ngau Chi Wan, Kowloon","22.3342186,114.2088761",+852 2327 0271,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,ENRICH,WM_CENTRE,NOTES_PREORDER",
wong_tai_sin_district,Wong Tai Sin District,813,Diamond Hill Branch,"G107 Plaza Hollywood, Diamond Hill, Kowloon","22.3399475,114.2029331",+852 2955 5088,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,ENRICH,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
wong_tai_sin_district,Wong Tai Sin District,863,Tseuk Luk Street Wealth Management Centre,"86 Tseuk Luk Street, San Po Kong, Kowloon","22.3354081,114.1972792",+852 2326 2883,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE",
kwun_tong_district,Kwun Tong District,582,Sau Mau Ping Branch,"Shop 214, Sau Mau Ping Shopping Centre, Sau Mau Ping, Kowloon","22.319718,114.231833",+852 2772 0028,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER,INVESTMENT_SERVICE",
kwun_tong_district,Kwun Tong District,601,Kwun Tong Plaza Branch,"G1 Kwun Tong Plaza, 68 Hoi Yuen Road, Kwun Tong, Kowloon (with Voice Navigation ATM Service)","22.3114142,114.2259328",+852 2342 4295,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER,EXCHANGE",
kwun_tong_district,Kwun Tong District,651,177 Ngau Tau Kok Road Branch,"177 Ngau Tau Kok Road, Ngau Tau Kok, Kowloon","22.322378,114.216852",+852 2927 4321,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,METALS,NOTES_PREORDER,ENRICH",
kwun_tong_district,Kwun Tong District,708,26 Fu Yan Street Branch,"26-32 Fu Yan Street, Kwun Tong, Kowloon","22.3153835,114.2241094",+852 2342 5262,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER,ENRICH",
kwun_tong_district,Kwun Tong District,726,169 Ngau Tau Kok Road Branch,"169 Ngau Tau Kok Road, Ngau Tau Kok, Kowloon","22.3234497,114.2162683",+852 2750 7311,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER",
kwun_tong_district,Kwun Tong District,735,Telford Plaza Branch,"Shop Unit P2-P7, Telford Plaza, No.33 Wai Yip Street, Kowloon Bay, Kowloon","22.323876,114.212698",+852 2796 1551,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,SECURITIES,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,NOTES_PREORDER,CAPTIAL_INVEST,WM_CENTRE",
kwun_tong_district,Kwun Tong District,741,Tsui Ping Estate Branch,"Shop 116, 2/F Shopping Circuit, Tsui Ping Estate, Kwun Tong, Kowloon","22.314777,114.229027",+852 2345 3238,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER,INVESTMENT_SERVICE",
kwun_tong_district,Kwun Tong District,753,Hip Wo Street Branch,"195-197 Hip Wo Street, Kwun Tong, Kowloon","22.3172156,114.2266442",+852 2345 0102,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,NOTES_PREORDER,INVESTMENT_SERVICE",
kwun_tong_district,Kwun Tong District,785,Yau Tong Branch,"Shop G1-G27, Ka Fu Arcade, Yau Tong Centre, Kowloon","22.2950082,114.2390001",+852 2349 9191,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,CHEQUE_DEPOSIT,ENRICH,NOTES_PREORDER",
kwun_tong_district,Kwun Tong District,815,Lam Tin Branch,"Shop 12, 49 Kai Tin Road, Lam Tin, Kowloon","22.3085751,114.2343209",+852 2347 1456,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,ENRICH,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,METALS,NOTES_PREORDER",
